2021-04-21 14:12:11,994 [INFO] from akka.event.slf4j.Slf4jLogger in application-akka.actor.default-dispatcher-4 - Slf4jLogger started
2021-04-21 14:12:12,716 [INFO] from play.api.Play in Thread-0 - Application started (Prod) (no global state)
2021-04-21 14:12:13,339 [INFO] from play.core.server.AkkaHttpServer in Thread-0 - Enabling HTTP/2 on Akka HTTP server...
2021-04-21 14:12:13,339 [INFO] from play.core.server.AkkaHttpServer in Thread-0 - Listening for HTTP on /0:0:0:0:0:0:0:0:8080
2021-04-21 14:12:13,593 [INFO] from com.jpro.activity in application-akka.actor.default-dispatcher-8 - Starting the server
2021-04-21 14:12:13,594 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 -  *** Starting JPro: https://www.jpro.one/ ***
2021-04-21 14:12:13,594 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - OS: Mac OS X
2021-04-21 14:12:13,601 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - JPro: 2020.1.6
2021-04-21 14:12:13,601 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - Java version: 12.0.1
2021-04-21 14:12:13,601 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - JVM: 12.0.1 Oracle Corporation
2021-04-21 14:12:13,616 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - redirected OUT / ERR
2021-04-21 14:12:13,616 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - installed SLF4JBridge
2021-04-21 14:12:13,638 [INFO] from com.jpro.internal.server.MonocleInitializer$ in application-akka.actor.default-dispatcher-8 - screen: null
2021-04-21 14:12:14,120 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-8 - finished init!
2021-04-21 14:12:14,120 [INFO] from com.jpro.internal.server.Initializer$ in JavaFX Application Thread - JavaFX version: 15.0.1.1-jpro+0-2021-01-03-134129
2021-04-21 14:12:14,151 [INFO] from com.jpro.internal.chart.model.ChartJSONImExporter in JavaFX Application Thread - Nothing to import
2021-04-21 14:12:14,153 [INFO] from com.jpro.internal.chart.model.DynamicDataModel in JavaFX Application Thread - Started Monitoring chart data...
2021-04-21 14:12:15,387 [WARN] from controllers.jpro in application-akka.actor.default-dispatcher-8 - jpro.plainFile - Couldn't get resource for: 'jpro/html/favicon.ico'
2021-04-21 14:12:15,462 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-12 - application requested: 0!hellojpro
2021-04-21 14:12:15,474 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-12 - Creating Application: 0!hellojpro
2021-04-21 14:12:15,478 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-12 - remoteAddress 127.0.0.1
2021-04-21 14:12:15,481 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-12 - host          localhost:8080
2021-04-21 14:12:15,481 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-12 - uri           /app/0!hellojpro
